차종코드(표준),판매지역,판매국가,원인부품(5),현상코드,현상명,사용일수,주행거리(km로 환산),특이사항,고장,원인부품숫자
(MD) AVANTE MD [SD],북미,미국,BAR ASSY-COWL CROSS,Q55,소음/이음_주행중,945,61443,"[C]DIAG CUSTOMER STATES DS  FLOOR COLLECTING WATER CHECK FOR LEAKS
[T]RESEALED SEAM WITH SEAM SEALER REWATER TEST NO LEAKS ANYMORE REMOVED ALL WATER FROM FLOOR AND DRYED CARPET REINSTALLED CARPET ON DRIVERS SIDE AND DRIVERS SEAT 3.2 HR
[S]VERIFIED CONCERN FLOOR IS SOAKED DRIVERS SIDE FRONT AND REAR REMOVED DRIVERS SEAT AND PULLED UP CARPET TO FIND LEAK CHECKED ALL DOOR SEALS OK WATER TEST BACK OF CAR NO SIGNS OF WATER COMING IN WATER T
[C]DIAG CUSTOMER STATES DS  FLOOR COLLECTING WATER CHECK FOR LEAKS
[T]RESEALED SEAM WITH SEAM SEALER REWATER TEST NO LEAKS ANYMORE REMOVED ALL WATER FROM FLOOR AND DRYED CARPET REINSTALLED CARPET ON DRIVERS SIDE AND DRIVERS SEAT 3.2 HR
[S]VERIFIED CONCERN FLOOR IS SOAKED DRIVERS SIDE FRONT AND REAR REMOVED DRIVERS SEAT AND PULLED UP CARPET TO FIND LEAK CHECKED ALL DOOR SEALS OK WATER TEST BACK OF CAR NO SIGNS OF WATER COMING IN WATER T
",소음 관련,5
(MD) AVANTE MD [SD],북미,미국,BAR ASSY-COWL CROSS,Q55,소음/이음_주행중,110,19264,"[C]CUSTOMER STATES RATTLING NOISE HAPPENS WITH SPEEDS 60 75MPH 2ND TIME BRINGING IT IN
[T]RESECURED AND TIGHTNED VENT WINDOW DEFOGGER ON DRIVERS SIDE AND TIGHTENED CRASH BAR RETEST DROVE AND RATTLE NOISE HAS BEEN SUBDUED ALL IS WORKING UP TO SPEC RELEASING VEHICLE BACK TO CUSTOMER
[S]TECHNICIAN TEST DROVE VEHICLE ON A DIFFERENT STRETCH OF HIGHWAY HEARD RATTLE COMING FROM DRIVERS SIDE AT 80MPH FOUND THE VENT FOR SIDE WINDOW DEFOGGER AND CRASH BAR LOOSE SINCE NOISE IS ONLY PRESENT A
[C]CUSTOMER STATES RATTLING NOISE HAPPENS WITH SPEEDS 60 75MPH 2ND TIME BRINGING IT IN
[T]RESECURED AND TIGHTNED VENT WINDOW DEFOGGER ON DRIVERS SIDE AND TIGHTENED CRASH BAR RETEST DROVE AND RATTLE NOISE HAS BEEN SUBDUED ALL IS WORKING UP TO SPEC RELEASING VEHICLE BACK TO CUSTOMER
[S]TECHNICIAN TEST DROVE VEHICLE ON A DIFFERENT STRETCH OF HIGHWAY HEARD RATTLE COMING FROM DRIVERS SIDE AT 80MPH FOUND THE VENT FOR SIDE WINDOW DEFOGGER AND CRASH BAR LOOSE SINCE NOISE IS ONLY PRESENT A
",소음 관련,5
(MD) AVANTE MD [SD],북미,미국,BAR ASSY-COWL CROSS,Q55,소음/이음_주행중,234,13293,"[C]CUSTOMER STATES WHEN DRIVING OVER 60 MPH THERE IS A RATTLE NOISE LIKE SOMETHING LOOSE COMING FROM FRONT DRIVER AND PASSENGER FRONT DOORS.
[T]ROAD TESTED. DUPLICATED RATLLE NOISE WHEN DRIVING 60 MILES PER HOUR OR MORE. NOISE COMING FROM PASSENGER SIDE WITHIN DASHBOARD. REMOVED GLOVE BOX AND TORQUED DOWN BOLTS. WITH GLOVE BOX REMOVED ROAD TESTED VEHICLE AND NOISE STILL PRESENT. REMOVED PASSENGER SIDE PILLAR TRIM. ROAD TESTED. NOISE STILL PRESENT. REMOVED PASSENGER SIDE OF DASH PANEL AND REMOVED AC BLOWER MOTOR TORQUED DOWN ALL VISABLE SCREWS AND BOLTS. ROAD TESTED. NOISE STILL PRESENT. REMOVED COMPLETE DASHBOARD AND ROAD TESTED. NOISE STILL PRESENT. TORQUED ALL SCREWS AND BOLTS THAT ARE VISABLE. FOUND SEVERAL BOLTS THAT WERE NOT TORQ
[S]ROAD TESTED. DUPLICATE RATLLE NOISE WHEN DRIVING 60 M PER HR OR MORE. NOISE COMING FROM PASSENGER SIDE WITHIN DASHBOARD. REMOVED GLOVE
4.5 TTIME REPAIR RATTLE NOISE ROAD TEST FOR 147 MILES FOR DIAG
[C]CUSTOMER STATES WHEN DRIVING OVER 60 MPH THERE IS A RATTLE NOISE LIKE SOMETHING LOOSE COMING FROM FRONT DRIVER AND PASSENGER FRONT DOORS.
[T]ROAD TESTED. DUPLICATED RATLLE NOISE WHEN DRIVING 60 MILES PER HOUR OR MORE. NOISE COMING FROM PASSENGER SIDE WITHIN DASHBOARD. REMOVED GLOVE BOX AND TORQUED DOWN BOLTS. WITH GLOVE BOX REMOVED ROAD TESTED VEHICLE AND NOISE STILL PRESENT. REMOVED PASSENGER SIDE PILLAR TRIM. ROAD TESTED. NOISE STILL PRESENT. REMOVED PASSENGER SIDE OF DASH PANEL AND REMOVED AC BLOWER MOTOR TORQUED DOWN ALL VISABLE SCREWS AND BOLTS. ROAD TESTED. NOISE STILL PRESENT. REMOVED COMPLETE DASHBOARD AND ROAD TESTED. NOISE STILL PRESENT. TORQUED ALL SCREWS AND BOLTS THAT ARE VISABLE. FOUND SEVERAL BOLTS THAT WERE NOT TORQ
[S]ROAD TESTED. DUPLICATE RATLLE NOISE WHEN DRIVING 60 M PER HR OR MORE. NOISE COMING FROM PASSENGER SIDE WITHIN DASHBOARD. REMOVED GLOVE
4.5 TTIME REPAIR RATTLE NOISE ROAD TEST FOR 147 MILES FOR DIAG
",소음 관련,5
(MD) AVANTE MD [SD],북미,미국,HOUSING ASSY-GL/BOX,Q51,소음/이음_가/감속시,18,1971,"[C]CREAKING NOISE FROM DASH WHEN ACCELERATING
[T]RESECURED GLOVE BOX HOUSING
[S]FOUND GLOVE BOX HOUSING OUT OF ADJUSTMENT AND NOISY
[C]CREAKING NOISE FROM DASH WHEN ACCELERATING
[T]RESECURED GLOVE BOX HOUSING
[S]FOUND GLOVE BOX HOUSING OUT OF ADJUSTMENT AND NOISY
",소음 관련,4
(MD) AVANTE MD [SD],북미,미국,HOUSING ASSY-GL/BOX,Q55,소음/이음_주행중,121,16843,"[C]CUSTOMER STATES  THE GLOVE BOX DOESNT CLOSE EVENLY AND RATTLES.
[T]REMOVED AND REPLACE GLOVE BOX. INSTALLED NEW BOX AND CHECKED FOUND NO MORE ISSUES AT THIS TIME.
[S]VERIFIED CUSTOMERS CONCERN GLOVE BOX NEEDS REPLACED
[C]CUSTOMER STATES  THE GLOVE BOX DOESNT CLOSE EVENLY AND RATTLES.
[T]REMOVED AND REPLACE GLOVE BOX. INSTALLED NEW BOX AND CHECKED FOUND NO MORE ISSUES AT THIS TIME.
[S]VERIFIED CUSTOMERS CONCERN GLOVE BOX NEEDS REPLACED
",소음 관련,4
(MD) AVANTE MD [SD],북미,미국,HOUSING ASSY-GL/BOX,Q55,소음/이음_주행중,138,10770,"[C]CUSTOMER STATES GLOVE BOX FEELS LOOSE, SOP HERE
[T]WARPED TAB 84503R00 20 TECH REPLACE GLOVE BOX ASSY TO CORRECT ISSUE. REMOVE AND REPLACE GLOVE BOX ASSY. BOX NO LONGER RATTLES. OK AT THIS TIME
[S]INSPECT GLOVE BOX ASSEMBLY. VERIFIED THAT BOX RATTLES WHILE DRIVING. UPON INSPECTION FOUND HOLDING TAB WARPED CAUSING EXCESSIVE MOVEMENT FRO
[C]CUSTOMER STATES GLOVE BOX FEELS LOOSE, SOP HERE
[T]WARPED TAB 84503R00 20 TECH REPLACE GLOVE BOX ASSY TO CORRECT ISSUE. REMOVE AND REPLACE GLOVE BOX ASSY. BOX NO LONGER RATTLES. OK AT THIS TIME
[S]INSPECT GLOVE BOX ASSEMBLY. VERIFIED THAT BOX RATTLES WHILE DRIVING. UPON INSPECTION FOUND HOLDING TAB WARPED CAUSING EXCESSIVE MOVEMENT FRO
",소음 관련,4
(MD) AVANTE MD [SD],북미,미국,HOUSING ASSY-GL/BOX,Q55,소음/이음_주행중,139,8650,"[C]CS THAT THEY CAN HEAR A RATTLE NOISE COMNG FROM THE DASH ON THE PASSENGER SIDE
[T]WARRANTY. CONFIRM THE NOISE COMING FROM THE GLOVEBOX. TOOK OFF GLOVE BOX AND CHECK IT AND NOTICED THE GLOVE BOX WAS LOOSE ALL IS WELL AT THIS TIME
[S]WARRANTY. CONFIRM THE NOISE COMING FROM THE GLOVEBOX. TOOK OFF GLOVE BOX AND CHECK IT AND NOTICED THE GLOVE BOX WAS LOOSE
[C]CS THAT THEY CAN HEAR A RATTLE NOISE COMNG FROM THE DASH ON THE PASSENGER SIDE
[T]WARRANTY. CONFIRM THE NOISE COMING FROM THE GLOVEBOX. TOOK OFF GLOVE BOX AND CHECK IT AND NOTICED THE GLOVE BOX WAS LOOSE ALL IS WELL AT THIS TIME
[S]WARRANTY. CONFIRM THE NOISE COMING FROM THE GLOVEBOX. TOOK OFF GLOVE BOX AND CHECK IT AND NOTICED THE GLOVE BOX WAS LOOSE
",소음 관련,4
(MD) AVANTE MD [SD],북미,미국,HOUSING ASSY-GL/BOX,Q55,소음/이음_주행중,218,16256,"[C]CUSTOMER STATES INTERMIT RATTLE NOISE FROM BEHIND FRONT RIGHT DASH AREA NOISE CAN OCCUR WITHOUT BLOWER MOTOR ON MAY OCCUR MORE ON CITY STREETS ON SLIGHT BUMPS AT ANY SPEED
[T]CUSTOMER CONCERN INTERMIT RATTLE NOISE COMING FROM FRONT RIGHT DASH. TOOK VEHICLE ON TEST DRIVE DROVE AND COULD NOT CONFIRM RATTLE NOISE. INSPECTED VEHICLE IN SHOP TO CHECK FOR ANY LOOSE PANELS. GLOVE BOX BUTTON AND ASSEMBLY SLIGHTLY MOVING USED RATTLE KIT TO FASTEN THEM DOWN. RECOMMEND CUSTOMER TEST DRIVE WITH TECHNICIAN TO CONFIRM NOISE
[S]COULD NOT VERIFY HOWEVER GLOVE BOX BUTTON AND ASSY MOVING AROUND
[C]CUSTOMER STATES INTERMIT RATTLE NOISE FROM BEHIND FRONT RIGHT DASH AREA NOISE CAN OCCUR WITHOUT BLOWER MOTOR ON MAY OCCUR MORE ON CITY STREETS ON SLIGHT BUMPS AT ANY SPEED
[T]CUSTOMER CONCERN INTERMIT RATTLE NOISE COMING FROM FRONT RIGHT DASH. TOOK VEHICLE ON TEST DRIVE DROVE AND COULD NOT CONFIRM RATTLE NOISE. INSPECTED VEHICLE IN SHOP TO CHECK FOR ANY LOOSE PANELS. GLOVE BOX BUTTON AND ASSEMBLY SLIGHTLY MOVING USED RATTLE KIT TO FASTEN THEM DOWN. RECOMMEND CUSTOMER TEST DRIVE WITH TECHNICIAN TO CONFIRM NOISE
[S]COULD NOT VERIFY HOWEVER GLOVE BOX BUTTON AND ASSY MOVING AROUND
",소음 관련,4
(MD) AVANTE MD [SD],북미,미국,HOUSING ASSY-GL/BOX,Q56,소음/이음_개폐시,536,17622,"[C]CUST STATESTHAT GLOVE BOX DOOR WILL POP OPEN WHEN HITTING BUMPS. INSTALL SPECIAL ORDERED PART GLOVE BOX
[T]REPLACED GLOVE BOX ASSEMBLY
[C]CUST STATESTHAT GLOVE BOX DOOR WILL POP OPEN WHEN HITTING BUMPS. INSTALL SPECIAL ORDERED PART GLOVE BOX
[T]REPLACED GLOVE BOX ASSEMBLY
[S]GLOVE BOX WILL NOT STAY SHUT
",소음 관련,4
(MD) AVANTE MD [SD],북미,미국,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,27,4711,"[C]S10 CUSTOMER STATES THERE IS A RATTLE IN THE DASH AREA BY THE DRIVERS SIDE AT HWY SPEEDS 60 APPOX.
[T]TEST DROVE VEHICLE WITH CUSTOMER AT HIGHWAY SPEED 55 60MPH CONFIRM RATTLE AROUND DRIVER SIDE DASH AREA. DROVE WITH CHASIS EAR TO TRY AND PIN POINT AREA TO CONCENTRATE ON CHECKED FOR TSB AND CALLED TECH LINE CASE 7750455 REMOVED CASH PAD COWL AND PANEL LEFT FENDER WELL LINER AND LEFT A PILLAR TO CHECK AND TIGHTEN ANY LOOSE COMPONENTS FOUND TEST DROVE AT HIGHWAY SPEED AND NO RATTLE COMING FROM DRIVERS SIDE AT THIS TIME
[S]COWL PAD SUPPORT CAUSING RATTLE
[C]S10 CUSTOMER STATES THERE IS A RATTLE IN THE DASH AREA BY THE DRIVERS SIDE AT HWY SPEEDS 60 APPOX.
[T]TEST DROVE VEHICLE WITH CUSTOMER AT HIGHWAY SPEED 55 60MPH CONFIRM RATTLE AROUND DRIVER SIDE DASH AREA. DROVE WITH CHASIS EAR TO TRY AND PIN POINT AREA TO CONCENTRATE ON CHECKED FOR TSB AND CALLED TECH LINE CASE 7750455 REMOVED CASH PAD COWL AND PANEL LEFT FENDER WELL LINER AND LEFT A PILLAR TO CHECK AND TIGHTEN ANY LOOSE COMPONENTS FOUND TEST DROVE AT HIGHWAY SPEED AND NO RATTLE COMING FROM DRIVERS SIDE AT THIS TIME
[S]COWL PAD SUPPORT CAUSING RATTLE
",소음 관련,0
(MD) AVANTE MD [SD],북미,미국,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,835,13702,"[C]customer reports rattle from dashboard when driving car
[T]checked and found retaining flap not inserted into body slot removed dashboard and properly inserted retaining flap into body slot
[C]customer reports rattle from dashboard when driving car
[T]checked and found retaining flap not inserted into body slot removed dashboard and properly inserted retaining flap into body slot
[S]verified noise from left forward corner of dash board
",소음 관련,0
(MD) AVANTE MD [SD],북미,미국,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,205,9312,"[C]CUSTOMER STATES THERE IS A RATTLE IN WINDSHIELD LOWER DRIVERS SIDE AT ABOUT 70 MPH
[T]TEST DROVE AND DUPLICATED CONCERN.  REPOSITIONED CRASH PAD VENTS AND ROUTED HARNESS TO PROPER POSITION. TEST DROVE, UNABLE TO REDUPLICATE CONCERN.
[S]TEST DROVE AND DUPLICATED CONCERN.
[C]CUSTOMER STATES THERE IS A RATTLE IN WINDSHIELD LOWER DRIVERS SIDE AT ABOUT 70 MPH
[T]TEST DROVE AND DUPLICATED CONCERN.  REPOSITIONED CRASH PAD VENTS AND ROUTED HARNESS TO PROPER POSITION. TEST DROVE, UNABLE TO REDUPLICATE CONCERN.
[S]TEST DROVE AND DUPLICATED CONCERN.
",소음 관련,0
(MD) AVANTE MD [SD],북미,미국,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,425,23836,"[C]CUST STATES HEARS POPPING NOISE COMING FROM THE STEERING WHEEL AREA WHEN DRIVING OVER UNEVEN SURFACES. CUST STATES ALSO THAT WHEN MOVING STEERING WHEEL UP AND DOWN CAN FEEL PLAY IN STEERING WHEEL.
[T]REALIGNED CRASH PAD TO THE BODY OF THE CAR.
[S]VERIFED AND FOUND CRASH PAD NOT ALIGNED PROPERLY FROM THE FACTORY CAUSING NOISE..
[C]CUST STATES HEARS POPPING NOISE COMING FROM THE STEERING WHEEL AREA WHEN DRIVING OVER UNEVEN SURFACES. CUST STATES ALSO THAT WHEN MOVING STEERING WHEEL UP AND DOWN CAN FEEL PLAY IN STEERING WHEEL.
[T]REALIGNED CRASH PAD TO THE BODY OF THE CAR.
[S]VERIFED AND FOUND CRASH PAD NOT ALIGNED PROPERLY FROM THE FACTORY CAUSING NOISE..
",소음 관련,0
(MD) AVANTE MD [SD],북미,미국,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,1141,55374,"[C]CS THERE IS A SQUEAK IN THE DASH WHILE DRIVING AT INTERSTATE SPEED
[T]I PULLED INTO THE SHOP AND TIGHTEN THE SUPPORT BOLTS FOR THE DASH TO THE BODY TEST DROVE AGAIN AND COULDNT HEAR ANY NOISE
[S]TEST DROVE ON I24 VERIFIED A SQUEEK TYPE NOISE COMING FROM THE DASH AREA
[C]CS THERE IS A SQUEAK IN THE DASH WHILE DRIVING AT INTERSTATE SPEED
[T]I PULLED INTO THE SHOP AND TIGHTEN THE SUPPORT BOLTS FOR THE DASH TO THE BODY TEST DROVE AGAIN AND COULDNT HEAR ANY NOISE
[S]TEST DROVE ON I24 VERIFIED A SQUEEK TYPE NOISE COMING FROM THE DASH AREA
",소음 관련,0
(MD) AVANTE MD [SD],북미,미국,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,150,6999,"[T]896
[C]CUST STATES CAR MAKES A TAPPING SOUND WHILE DRIVING OVER 60 MPH ON RIGHT
[T]REMOVED THAT WAS CREATING THE RATTLE REASSEMBLED AND TEST DROVE NOISE IS GONE
[S].REMOVED DAH MULTIPLE TIMES TO LOCATE SOURCE OF RATTLE AS PER FSE REMOVE DASH AGAIN SENT TO BODY SHOP TO HAVE BOLT
",소음 관련,0
(MD) AVANTE MD [SD],북미,미국,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,134,4846,"[C]CUSTOMER STATES VEHICLE HAS A  NOISE IN DASH AT 75 MPH
[T]REMOVED CRASH PAD RE INSULATED PAD TEST DROVE EVERYTHING OK AT THIS TIME.
[S]VERIFIED CUSTOMER COMPLAINT OF DASH NOISE DRIVING AT 75 MPH.  FOUND CRASH PAD RATTLING ON BODY FRAME.  CASE 8223847.  DROVE AT 25 MPH ON BUMPY ROAD WITH NO NOISE PRESENT.
[C]CUSTOMER STATES VEHICLE HAS A  NOISE IN DASH AT 75 MPH
[T]REMOVED CRASH PAD RE INSULATED PAD TEST DROVE EVERYTHING OK AT THIS TIME.
[S]VERIFIED CUSTOMER COMPLAINT OF DASH NOISE DRIVING AT 75 MPH.  FOUND CRASH PAD RATTLING ON BODY FRAME.  CASE 8223847.  DROVE AT 25 MPH ON BUMPY ROAD WITH NO NOISE PRESENT.
",소음 관련,0
(MD) AVANTE MD [SD],북미,미국,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,109,15792,"[C]CUSTOMER STATES RATTLE WITH VEHICLE SOUNDS LIKE COMING FROM DASH AREA
[T]VERIFY FOUND RATTLING FROM BEHIND DASHBOARD TECHNICIAN FOUND DASHBOARD COMPONENTS CONTACTING BELOW A PILLAR AREA TECHNICIAN APPLIED FOAM TAPE FROM SQUEAK AND RATTLE KIT TO REPAIR REASSEMBLE DASHBOARD ROAD TEST TO VERIFY REPAIR
[S]VERIFY RATTLING NOISE FROM DASHBOARD AREA TECHNICIAN FOUND DASH PIECES RATTLING TOGETHER
[C]CUSTOMER STATES RATTLE WITH VEHICLE SOUNDS LIKE COMING FROM DASH AREA
[T]VERIFY FOUND RATTLING FROM BEHIND DASHBOARD TECHNICIAN FOUND DASHBOARD COMPONENTS CONTACTING BELOW A PILLAR AREA TECHNICIAN APPLIED FOAM TAPE FROM SQUEAK AND RATTLE KIT TO REPAIR REASSEMBLE DASHBOARD ROAD TEST TO VERIFY REPAIR
[S]VERIFY RATTLING NOISE FROM DASHBOARD AREA TECHNICIAN FOUND DASH PIECES RATTLING TOGETHER
",소음 관련,0
(MD) AVANTE MD [SD],북미,미국,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,105,6365,"[C]CUSTOMER STATES THERE IS A RATTLE NOISE IN THE DASH AREA, ONLY HAPPENS WHEN YOU GET TO 60 MPH
[T]APPLY PADDING TO THE COWL AND TEST DRIVE WITH THE CUSTOMER DRIVING THE NOISE ON THE RIGHT WAS GONE. REMOVE THE CLUSTER AND ADD PADDING TO THE CLUSTER CONTACT POINTS. TEST DRIVE AGAIN WITH THE CUSTOMER DRIVING AND THE CUSTOMER SAID THE NOISES ARE CORRECTED
[S]TEST DROVE WITH THE CUSTOMER DRIVEING AND HEARD 2 RATTLES, 1 ON LEFT NEAR WINDSHIELD AND ANOTHER NEAR THE CLUSTER
[C]CUSTOMER STATES THERE IS A RATTLE NOISE IN THE DASH AREA, ONLY HAPPENS WHEN YOU GET TO 60 MPH
[T]APPLY PADDING TO THE COWL AND TEST DRIVE WITH THE CUSTOMER DRIVING THE NOISE ON THE RIGHT WAS GONE. REMOVE THE CLUSTER AND ADD PADDING TO THE CLUSTER CONTACT POINTS. TEST DRIVE AGAIN WITH THE CUSTOMER DRIVING AND THE CUSTOMER SAID THE NOISES ARE CORRECTED
[S]TEST DROVE WITH THE CUSTOMER DRIVEING AND HEARD 2 RATTLES, 1 ON LEFT NEAR WINDSHIELD AND ANOTHER NEAR THE CLUSTER
",소음 관련,0
(MD) AVANTE MD [SD],북미,미국,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,252,14499,"[C]CUSTOMER STATES THERE IS A RATTLE IN THE RIGHT FRONT DASH AREA THAT TRANSFER TO IN FRONT OF THE CLUSTER AREA. STATES YOU HAVE TO BE DRIVING AT SPEEDS ABOVE 60MPH AND GETS WORSE AT 75MPH. SEE HISTORY.
[T]CRASH PAD MAKING SLIGHT NOISE AT HIGHWAY SPEEDS.  CRASH PAD. SECURED WIRING TO APPROPRIATE POSITION. SECURED TPMS MODULE TO BASE BRACKET. APPLIED HYUNDAI ANTI RATTLE AND SQUEAK DEVICES TO CRASH PAD. TEST DROVE UP TO 70 MPH AND FOUND NO EXCESSIVE OR ABNORMAL NOISE.
[S]CRASH PAD MAKING SLIGHT NOISE AT HIGHWAY SPEEDS.
[C]CUSTOMER STATES THERE IS A RATTLE IN THE RIGHT FRONT DASH AREA THAT TRANSFER TO IN FRONT OF THE CLUSTER AREA. STATES YOU HAVE TO BE DRIVING AT SPEEDS ABOVE 60MPH AND GETS WORSE AT 75MPH. SEE HISTORY.
[T]CRASH PAD MAKING SLIGHT NOISE AT HIGHWAY SPEEDS.  CRASH PAD. SECURED WIRING TO APPROPRIATE POSITION. SECURED TPMS MODULE TO BASE BRACKET. APPLIED HYUNDAI ANTI RATTLE AND SQUEAK DEVICES TO CRASH PAD. TEST DROVE UP TO 70 MPH AND FOUND NO EXCESSIVE OR ABNORMAL NOISE.
[S]CRASH PAD MAKING SLIGHT NOISE AT HIGHWAY SPEEDS.
",소음 관련,0
(MD) AVANTE MD [SD],북미,미국,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,477,20297,"[C]CUSTOMER STATES INTERMITTENT LOOSE SCREW CLATTER RATTLE TYPE SOUND IN DASH ABOVE SPEEDO CLUSTER MOST PRONOUNCED ABOVE 30 MPH
[T]R R INSTRUMENT CLUSTER  RADIO AND DASH PAD FOUND LOOSE BOLT TORQUED BOLT TO SPECS
[S]COMPLETED TEST RIDE WITH CUSTOMER TO DUPLICATE SOUND INTERMITT RATTLE IN DASH AT AREA OF CLUSTER
[C]CUSTOMER STATES INTERMITTENT LOOSE SCREW CLATTER RATTLE TYPE SOUND IN DASH ABOVE SPEEDO CLUSTER MOST PRONOUNCED ABOVE 30 MPH
[T]R R INSTRUMENT CLUSTER  RADIO AND DASH PAD FOUND LOOSE BOLT TORQUED BOLT TO SPECS
[S]COMPLETED TEST RIDE WITH CUSTOMER TO DUPLICATE SOUND INTERMITT RATTLE IN DASH AT AREA OF CLUSTER
",소음 관련,0
(MD) AVANTE MD [SD],북미,미국,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,144,8797,"[C]CS THAT THEY CAN HEAR A RATTLE IN THE GLOVE BOX
[T]. PUT DASHBOARD BACK TOGETHER AND TOOK VEHICLE FOR TEST DRIVE AND DID NOT HEAR THE RATTLE NOISE ALL IS WELL AT THIS TIME
[S]FWARRANTY. CONFIRM THE RATTLE NOISE COMING FROM THE DASHBOARD. TOOK OFF ALL THE TRIM PIECES FROM DASH AND GLOVE BOX TO MAKE SURE NOTHING WAS LOOSE
[C]CS THAT THEY CAN HEAR A RATTLE IN THE GLOVE BOX
[T]. PUT DASHBOARD BACK TOGETHER AND TOOK VEHICLE FOR TEST DRIVE AND DID NOT HEAR THE RATTLE NOISE ALL IS WELL AT THIS TIME
[S]FWARRANTY. CONFIRM THE RATTLE NOISE COMING FROM THE DASHBOARD. TOOK OFF ALL THE TRIM PIECES FROM DASH AND GLOVE BOX TO MAKE SURE NOTHING WAS LOOSE
",소음 관련,0
(MD) AVANTE MD [SD],북미,미국,CRASH PAD ASSY-MAIN,Q57,소음/이음_작동시,27,2245,"[C]CUSTOMER STATES THERES A RATTLE IN DASH CHECK AND ADVISE
[T]CHECKED AND FOUND RATTLE IN DASH ON TEST DRIVE WITH CUSTOMER R AND R CRASH PAD TIGHTENED BRACKETS AND INSTALLED ANTI RATTLE KIT RECHECKED OK
[S]RATTLE IN DASH, VERIFIED RATTLE IN DASH
[C]CUSTOMER STATES THERES A RATTLE IN DASH CHECK AND ADVISE
[T]CHECKED AND FOUND RATTLE IN DASH ON TEST DRIVE WITH CUSTOMER R AND R CRASH PAD TIGHTENED BRACKETS AND INSTALLED ANTI RATTLE KIT RECHECKED OK
[S]RATTLE IN DASH, VERIFIED RATTLE IN DASH
",소음 관련,0
(MD) AVANTE MD [SD],북미,미국,CRASH PAD ASSY-MAIN,Q57,소음/이음_작동시,138,7776,"[C]CLIENT STATES CLIENT STATES RADIO HAS EXCESSIVE STATIC. ADVISE
[T]ANTENNA BOOSTER WITH ONE FROM A KNOWN GOOD BOOSTER FROM DEALER INVENTORY, PROBLEM STILL OCCURED, REMOVED RADIO TO CHECK CONTINUINTY OF ANTENNA CABLE, ANTENNA CABLE TESTED GOOD, CHECK FOR INTERFERENCE
[S]VERIFIED RADIO HAS EXCESSIVE STATIC
[C]CLIENT STATES CLIENT STATES RADIO HAS EXCESSIVE STATIC. ADVISE
[T]ANTENNA BOOSTER WITH ONE FROM A KNOWN GOOD BOOSTER FROM DEALER INVENTORY, PROBLEM STILL OCCURED, REMOVED RADIO TO CHECK CONTINUINTY OF ANTENNA CABLE, ANTENNA CABLE TESTED GOOD, CHECK FOR INTERFERENCE
[S]VERIFIED RADIO HAS EXCESSIVE STATIC
",소음 관련,0
(MD) AVANTE MD [SD],북미,미국,PANEL ASSY-CTR FACIA,Q55,소음/이음_주행중,12,1112,"[C]CUSTOMER STATES TRIM AROUND RADIO IS DISCOLORED.
[T]VERIFIED CUSTOMER CONCERN, FOUND PERMANENT FLAW IN MATERIAL ON RIGHT SIDE OF RADIO TRIM CAUSING STAIN. ATTEMPTED WITH CHEMICALS TO REMOVE STAIN, FOUND STAIN FLAWED INTO MATERIAL. SUBLET TO DINGS N MORE TO DYE RADIO TRIM
[S]TRIM AROUND RADIO IS DISCOLORED
",소음 관련,3
(MD) AVANTE MD [SD],북미,미국,PANEL ASSY-CTR FACIA,Q55,소음/이음_주행중,12,1112,"[C]CUSTOMER STATES TRIM AROUND RADIO IS DISCOLORED.
[T]VERIFIED CUSTOMER CONCERN, FOUND PERMANENT FLAW IN MATERIAL ON RIGHT SIDE OF RADIO TRIM CAUSING STAIN. ATTEMPTED WITH CHEMICALS TO REMOVE STAIN, FOUND STAIN FLAWED INTO MATERIAL. SUBLET TO DINGS N MORE TO DYE RADIO TRIM
[S]TRIM AROUND RADIO IS DISCOLORED
[C]CUSTOMER STATES TRIM AROUND RADIO IS DISCOLORED.
[T]VERIFIED CUSTOMER CONCERN, FOUND PERMANENT FLAW IN MATERIAL ON RIGHT SIDE OF RADIO TRIM CAUSING STAIN. ATTEMPTED WITH CHEMICALS TO REMOVE STAIN, FOUND STAIN FLAWED INTO MATERIAL. SUBLET TO DINGS N MORE TO DYE RADIO TRIM
[S]TRIM AROUND RADIO IS DISCOLORED
",소음 관련,3
